glottocode,UVB,daltonism,n_colors,exists_blue,subsistence,stage,L1,macroarea,macroarea2,longitude,latitude,dist2water,dist2ocean,dist2lakes,dist2rivers,climate_PC1,climate_PC2,altitude,log_popSize,glottocode_family,latitude_family,longitude_family,macro_family,genetic_incomplete,genetic_full,V1_add_2,V2_add_2,V1_add_3,V2_add_3,V3_add_3,V1_add_4,V2_add_4,V3_add_4,V4_add_4,V1_ult_2,V2_ult_2,V1_qlc_2,V2_qlc_2,V3_qlc_2,V4_qlc_2,V5_qlc_2
hadz1240,28.0522321428571,1.42,4,no,HG,3a,Hadza,Africa,Africa,35.05,-3.83,6.44,456.037,6.44,92.098,2.4456062,-0.01990659,1280,9.9657842847,hadz1240,-3.83,35.05,Hadza,,Sandawe,7.15224773272602,-13.1251156638217,7.15224773272602,-13.1251156638217,47.1473890213194,7.15224773272602,-13.1251156638217,47.1473890213194,-23.0288049627917,7.15224773272602,-13.1251156638217,26.3262593962466,2.44906235066812,4.92982835076076,2.94281986445897,5.39280409404317
hakk1236,26.0961390784983,5.578,10,yes,AGR,7,Hakka,Eurasia,Asia,116,25,9.73,170.883,9.73,52.545,-1.67,-0.26,409,17.062,sino1245,26.1,94.75,Sino-Tibetan,Hakka,Hakka,-5.35939794568605,-5.15394361766176,-5.35939794568605,-5.15394361766176,-8.63111782964574,-5.35939794568605,-5.15394361766176,-8.63111782964574,0.295860737947336,-5.35939794568605,-5.15394361766176,17.1773822431423,-50.8621376188819,-16.4845534276135,-21.7842310903068,-1.49435848406598
haus1257,29.676531213192,1.7575,4,no,AGR,3a,Hausa,Africa,Africa,8.7804,11.1513,30.054,687.096,30.054,138.472,-0.67,3.004,595,16.733,afro1255,8.67,8.08,Afro-Asiatic,Hausa,Hausa,-5.35988422817162,-5.15379387999082,-5.35988422817162,-5.15379387999082,-8.63305156833292,-5.35988422817162,-5.15379387999082,-8.63305156833292,0.296662663806915,-5.35988422817162,-5.15379387999082,34.8949134447615,5.92441485869006,32.9463483385036,-1.05405659463578,0.772959668177842
hind1269,24.7859640416151,3.724,9,yes,AGR,6,Hindi,Eurasia,Asia,77,25,7.152,518.51,7.152,23.978,-1.589,3.907,408,19.368,indo1319,34,71.55,Indo-European,Indian..Mixed,Indian..Mixed,-6.78995701088452,-3.82055379285472,-6.78995701088452,-3.82055379285472,-10.7070364897371,-6.78995701088452,-3.82055379285472,-10.7070364897371,-4.42387463408364,-6.78995701088452,-3.82055379285472,-82.5940756198113,39.1186790379005,7.07396957171421,-56.9575033572417,28.4474170165828
hung1274,12.1929557673509,3.82,11,yes,AGR,7,Hungarian,Eurasia,Europe,19.6555271429,46.9068585714,4.461,424.121,4.461,34.465,-5.027,-1.572,116,16.072,ural1272,68,30,Uralic,Hungarian,Hungarian,-5.0887878639874,-5.32446425368456,-5.0887878639874,-5.32446425368456,-8.85547833783762,-5.0887878639874,-5.32446425368456,-8.85547833783762,0.428474391101313,-5.0887878639874,-5.32446425368456,-17.7363375312044,-7.93819055199843,-2.45215043716885,31.7366973474345,-9.10669290728942
kala1399,7.88378273358332,5.40666666666667,5,no,HG,4,Inuktitut,Eurasia,Asia,307.136,69.3761,4.572,4.572,22.656,119.368,-9.159,-6.604,115,10.82,eski1264,63.69,189.52,Eskimo-Aleut,Greenlander,Greenlander,-4.95038569367026,-4.4258941187148,-4.95038569367026,-4.4258941187148,-8.61049672908148,-4.95038569367026,-4.4258941187148,-8.61049672908148,1.18836675115891,-4.95038569367026,-4.4258941187148,13.0511337358735,-25.2664399219766,-5.28218324927879,20.8553083526674,47.9494373417182
nort2945,8.778125,1.105,7,yes,HG,5,Eskimo(IñupiaQ),North America,North America,198.19334,64.77955,2.322,14.074,2.322,2.484,-8.396,-4.123,4,8.627,eski1264,63.69,189.52,Eskimo-Aleut,,Hezhe,-7.98244699833907,-2.84138355931421,-7.98244699833907,-2.84138355931421,-7.56181589159715,-7.98244699833907,-2.84138355931421,-7.56181589159715,0.943488641634578,-7.98244699833907,-2.84138355931421,13.0511337358735,-25.2664399219766,-5.28218324927879,20.8553083526674,47.9494373417182
ital1282,15.3349387731292,3.817,11,yes,AGR,7,Italian,Eurasia,Europe,12.6489,43.0464,9.204,70.902,9.204,16.039,-3.553,-1.589,738,17.823,indo1319,34,71.55,Indo-European,Italians,Italians,-5.41308125617055,-5.12014152989438,-5.41308125617055,-5.12014152989438,-8.87232650034819,-5.41308125617055,-5.12014152989438,-8.87232650034819,0.42053252645048,-5.41308125617055,-5.12014152989438,-39.9133263675235,5.50301442908989,-0.054458073143439,24.579085564547,-22.2578514284593
teso1249,28.8280484068627,4.865,7,yes,AGR,6,Teso,Africa,Africa,33.9394,1.18321,24.217,820.405,24.217,38.654,0.247,0.851,1098,14.267,nilo1247,4.75,29.75,Nilo-Saharan,,Luhya,-5.3861847099829,-4.90552248427949,-5.3861847099829,-4.90552248427949,-8.26886212092236,-5.3861847099829,-4.90552248427949,-8.26886212092236,3.04115407360594,-5.3861847099829,-4.90552248427949,27.4012891713038,2.61799631048197,5.33057418390594,3.28540944981945,6.17467829352364
nucl1643,20.8507866463557,4.2959375,10,yes,AGR,7,Japanese,Eurasia,Asia,135,35,1.29,52.621,1.29,1.29,-3.165,-1.6,312,18.611,japo1237,37,140,Japanese,Japanese,Japanese,-5.41308543632166,-5.12006776739558,-5.41308543632166,-5.12006776739558,-8.87232532180376,-5.41308543632166,-5.12006776739558,-8.87232532180376,0.420444134891103,-5.41308543632166,-5.12006776739558,-14.6141227938355,-5.66645387143876,-1.63842146298088,17.3088521501463,-4.12467303200109
hebr1245,19.2422805481079,6.68075,11,yes,AGR,7,Hebrew,Eurasia,Asia,35.0179,31.1056,9.47,53.897,9.47,18.299,-3.523,1.522,459,15.394,afro1255,8.67,8.08,Afro-Asiatic,Jews..Ashkenazi,Jews..Ashkenazi,-5.35582251716975,-5.15626475647889,-5.35582251716975,-5.15626475647889,-8.61490956987056,-5.35582251716975,-5.15626475647889,-8.61490956987056,0.287404456637973,-5.35582251716975,-5.15626475647889,51.710718991224,12.8666645731267,89.324884197454,-9.25834544928444,-8.85340622671306
jola1263,28.9919871794872,2.11,7,yes,AGR,999,Yola,Africa,Africa,-15.7354766667,12.75752,16.558,44.612,16.558,20.068,-0.033,3.309,43,12.737,atla1278,8.75,8.25,Niger-Congo,,Malinke,-4.7116905567148,-5.34907749893534,-4.7116905567148,-5.34907749893534,-5.25337227749387,-4.7116905567148,-5.34907749893534,-5.25337227749387,1.59000502704411,-4.7116905567148,-5.34907749893534,37.5522982579435,17.5803012482633,-6.27076430302752,1.47007320233036,3.9818971965991
kaba1278,14.7827876984127,3.5,6,no,AGR,999,Kabardian,Eurasia,Asia,43.3918,43.5082,10.908,176.308,28.561,10.908,-5.7,-2.472,990,13.154,abkh1242,43.06,41.16,Abkhaz-Adyge,Adygei,Adygei,-5.41310579483351,-5.12010547115528,-5.41310579483351,-5.12010547115528,-8.87232843370624,-5.41310579483351,-5.12010547115528,-8.87232843370624,0.420563479175248,-5.41310579483351,-5.12010547115528,-14.6141227938359,-5.66645387143858,-1.63842146298086,17.3088521501464,-4.12467303200133
kaya1330,27.9002505271312,0.277666666666667,6,no,HG,999,Kayapo,South America,South America,308.3263,-7.77352,92.685,794.846,111.09,92.685,0.749,1.074,461,8.868,nucl1710,-11,310,Nuclear-Macro-Je,,Karitiana,-5.41314029096098,-5.12008216640114,-5.41314029096098,-5.12008216640114,-8.87239661106497,-5.41314029096098,-5.12008216640114,-8.87239661106497,0.420473407187098,-5.41314029096098,-5.12008216640114,13.9070079428224,-28.0079275087565,-5.94886759907074,24.3799206594269,56.6300404992798
dhan1264,27.0637755102041,1.8,5,no,AGR,4,Dhanki,Eurasia,Asia,73.7418,20.7719,2.9,86.503,2.9,20.53,0.207,2.572,402,11.842,indo1319,34,71.55,Indo-European,Indian..Mixed,Indian..Mixed,-6.78995701088452,-3.82055379285472,-6.78995701088452,-3.82055379285472,-10.7070364897371,-6.78995701088452,-3.82055379285472,-10.7070364897371,-4.42387463408364,-6.78995701088452,-3.82055379285472,-81.1799417855793,38.0787330399028,6.85988881981061,-54.7066184502897,27.140615915002
chig1238,29.2720498783455,3.9,6,yes,AGR,999,Chiga,Africa,Africa,29.9122,-1.04387,20.573,1104.847,20.573,50.674,-1.283,-1.466,1988,14.273,atla1278,8.75,8.25,Niger-Congo,,Luhya,-5.3861847099829,-4.90552248427949,-5.3861847099829,-4.90552248427949,-8.26886212092236,-5.3861847099829,-4.90552248427949,-8.26886212092236,3.04115407360594,-5.3861847099829,-4.90552248427949,71.4736689693345,74.0641402244688,-52.743838276162,-7.36810769203346,-9.01485791621066
kiku1240,28.7166514041514,0.28,7,no,AGR,999,Gikuyu,Africa,Africa,36.719,-0.29005,29.769,472.587,29.769,87.414,-2.251,-2.885,2787,15.706,atla1278,8.75,8.25,Niger-Congo,Bantu.speakers,Bantu.speakers,-5.43689890833198,-5.10186289850735,-5.43689890833198,-5.10186289850735,-8.85964582874302,-5.43689890833198,-5.10186289850735,-8.85964582874302,0.42595511189568,-5.43689890833198,-5.10186289850735,69.0446869820281,70.1551741413292,-49.5746461225165,-6.78986704824384,-8.19235685182084
kili1267,30.0373641304348,1.606,5,no,AGR,4,Kilivila,Papunesia,Papunesia,151.072,-8.72574,3.867,3.867,96.729,239.6,4.635,-2.465,6,9.903,aust1307,23.76,120.98,Austronesian,Papuan.New.Guinean,Papuan.New.Guinean,-5.41306839950583,-5.12016217733098,-5.41306839950583,-5.12016217733098,-8.87244793592476,-5.41306839950583,-5.12016217733098,-8.87244793592476,0.420358462514831,-5.41306839950583,-5.12016217733098,19.8300058826171,-69.6407616101562,-25.130674876435,-58.1623305414302,-42.3815710692859
komi1268,8.25350885323555,2.85,5,yes,AGR,999,Komi-Zyrian,Eurasia,Asia,54.946,64.0527,27.666,467.634,27.666,50.593,-8.462,-4.106,175,11.958,ural1272,68,30,Uralic,Komi.Zyrian,Komi.Zyrian,-5.35117344498654,-5.15911858747387,-5.35117344498654,-5.15911858747387,-8.59391317352109,-5.35117344498654,-5.15911858747387,-8.59391317352109,0.27654313280833,-5.35117344498654,-5.15911858747387,-18.5263421337193,-8.51373024973189,-2.65841644318632,35.3991826042843,-10.3727632999848
komi1269,10.1262928921569,7.1,5,yes,AGR,999,Komi-Permyak,Eurasia,Asia,54.7959,59.6602,21.189,880.734,21.189,28.377,-7.626,-3.394,162,11.052,ural1272,68,30,Uralic,Komi.Zyrian,Komi.Zyrian,-5.35117344498654,-5.15911858747387,-5.35117344498654,-5.15911858747387,-8.59391317352109,-5.35117344498654,-5.15911858747387,-8.59391317352109,0.27654313280833,-5.35117344498654,-5.15911858747387,-18.5263421337193,-8.51373024973189,-2.65841644318632,35.3991826042843,-10.3727632999848
konk1267,27.3260524798155,5,10,yes,AGR,7,Konkani,Eurasia,Asia,73.9166,19.2414,2.595,107.078,2.595,7.631,-0.883,2.567,717,14.699,indo1319,34,71.55,Indo-European,Indian..Mixed,Indian..Mixed,-6.78995701088452,-3.82055379285472,-6.78995701088452,-3.82055379285472,-10.7070364897371,-6.78995701088452,-3.82055379285472,-10.7070364897371,-4.42387463408364,-6.78995701088452,-3.82055379285472,-67.9506816708528,28.136213006974,4.79550629575742,-32.5201769256005,14.0586453460703
kore1280,18.6326747720365,3.21,11,yes,AGR,7,Korean,Eurasia,Asia,128,37.5,5.908,77.555,6.091,5.908,-5.016,-1.465,330,17.553,kore1284,37.5,128,Koreanic,Koreans,Koreans,-5.41298385381507,-5.11995318240518,-5.41298385381507,-5.11995318240518,-8.87176976873904,-5.41298385381507,-5.11995318240518,-8.87176976873904,0.420381463200548,-5.41298385381507,-5.11995318240518,-14.6141227938355,-5.66645387143875,-1.63842146298088,17.3088521501463,-4.12467303200109
krah1246,28.275303030303,1.9,2,no,AGR,1,Kraho,South America,South America,312.4226,-8.01172,37.02,596.779,60.617,37.02,1.198,1.809,228,7.55,nucl1710,-11,310,Nuclear-Macro-Je,,Karitiana,-5.41314029096098,-5.12008216640114,-5.41314029096098,-5.12008216640114,-8.87239661106497,-5.41314029096098,-5.12008216640114,-8.87239661106497,0.420473407187098,-5.41314029096098,-5.12008216640114,13.9070079428224,-28.0079275087566,-5.94886759907076,24.3799206594269,56.6300404992799
kurd1259,21.6767838125666,3.2,10,yes,AGR,6,Kurdish,Eurasia,Asia,45.81,35.65,31.831,363.549,31.831,82.478,-0.4907793,3.6930868,1326,24.253496664,indo1319,34,71.55,Indo-European,,Iranian,-5.4012849103591,-5.02717725720525,-5.4012849103591,-5.02717725720525,-8.61028827064904,-5.4012849103591,-5.02717725720525,-8.61028827064904,1.55192811553472,-5.4012849103591,-5.02717725720525,-54.1861365769665,18.080233534267,2.73193383686456,-11.0319312290157,1.68670438785339
laca1243,26.5063084795322,3.599,5,no,AGR,4,Lacandon(Yucatec),North America,North America,268.57652,17.02093,5.658,146.87,5.658,14.224,1.506,0.247,624,6.328,maya1287,15.42,268.17,Mayan,Mexicans,Mexicans,-47.1344401652466,-105.724491183439,-47.1344401652466,-105.724491183439,4.63858804744769,-47.1344401652466,-105.724491183439,4.63858804744769,31.6541685034461,-47.1344401652466,-105.724491183439,13.6041869248093,-27.160592283799,-5.75849756929106,23.7138927792996,56.5552189480004
latv1249,9.6320554748062,9.32,11,yes,AGR,7,Latvian,Eurasia,Europe,24.309118,56.826108,3.977,33.345,3.977,5.975,-5.83,-3.182,24,14.203,indo1319,34,71.55,Indo-European,,Russians,-5.4122522858755,-5.11860269760556,-5.4122522858755,-5.11860269760556,-8.86654519410432,-5.4122522858755,-5.11860269760556,-8.86654519410432,0.419785401968791,-5.4122522858755,-5.11860269760556,-40.4536750911779,5.78638231031558,-0.05870627577182,29.5861939715346,-31.1841154558375
ling1263,28.1208486519608,1.7,3,no,AGR,2,Lingala,Africa,Africa,19.7829,1.40324,18.302,1102.703,50.848,18.302,1.875,-0.09,343,14.528,atla1278,8.75,8.25,Niger-Congo,,Zaramo,47.689051445444,-38.3063542495082,47.689051445444,-38.3063542495082,228.021271251534,47.689051445444,-38.3063542495082,228.021271251534,-90.963144447962,47.689051445444,-38.3063542495082,62.9441014138571,60.3133586750934,-41.5879621662072,-5.32931535740596,-6.11167414525131
gand1255,28.6881818181818,1.86,3,no,AGR,2,Ganda,Africa,Africa,32.15153,0.66884,35.732,968.953,35.732,90.774,0.093,0.255,1107,15.234,atla1278,8.75,8.25,Niger-Congo,Bantu.speakers,Bantu.speakers,-5.43689890833198,-5.10186289850735,-5.43689890833198,-5.10186289850735,-8.85964582874302,-5.43689890833198,-5.10186289850735,-8.85964582874302,0.42595511189568,-5.43689890833198,-5.10186289850735,70.8800376452821,73.1098957966325,-51.9705281861518,-7.22716959175981,-8.81454030347944
luok1236,28.9762648809524,0.61,10,no,AGR,4,Dholuo,Africa,Africa,34.4896,-0.93296,23.222,656.64,23.222,35.872,-0.148,-0.008,1420,15.213,nilo1247,4.75,29.75,Nilo-Saharan,,Sandawe,7.15224773272602,-13.1251156638217,7.15224773272602,-13.1251156638217,47.1473890213194,7.15224773272602,-13.1251156638217,47.1473890213194,-23.0288049627917,7.15224773272602,-13.1251156638217,28.4969987975522,2.78826952584416,5.73267865885399,3.62512335286424,6.94334564542981
liby1240,22.4599187631027,1.11,11,yes,AGR,7,"Arabic, Libyan Spoken",Africa,Africa,15.0014,22.0032,238.523,992.302,295.019,238.523,-3.219,4.371,597,15.202,afro1255,8.67,8.08,Afro-Asiatic,Libya,Libya,-4.89532591917968,-1.96567475140967,-4.89532591917968,-1.96567475140967,-8.92891142982088,-4.89532591917968,-1.96567475140967,-8.92891142982088,-1.01675324250635,-4.89532591917968,-1.96567475140967,57.5389296164199,15.2916744807784,109.081503759868,-12.1576974070075,-12.2765033541972
maha1287,24.3613425925926,1.18,5,no,AGR,999,"Pahari, Mahasu",Eurasia,Asia,77.5317,31.0088,29.83,971,59.251,29.83,-2.89,-2.111,2108,13.816,indo1319,34,71.55,Indo-European,Indian..Mixed,Indian..Mixed,-6.78995701088452,-3.82055379285472,-6.78995701088452,-3.82055379285472,-10.7070364897371,-6.78995701088452,-3.82055379285472,-10.7070364897371,-4.42387463408364,-6.78995701088452,-3.82055379285472,-67.9506816708528,28.136213006974,4.79550629575742,-32.5201769256006,14.0586453460703
manx1243,9.81514212827988,5.905,10,yes,AGR,7,Manx,Eurasia,Europe,-4.45437,54.2604,4.022,4.908,4.022,66.502,-3.982,-4.095,27,0,indo1319,34,71.55,Indo-European,Irish,Irish,-5.355865857118,-5.1562302026837,-5.355865857118,-5.1562302026837,-8.61508804814446,-5.355865857118,-5.1562302026837,-8.61508804814446,0.287505245518461,-5.355865857118,-5.1562302026837,-38.7045168151457,5.21796099378414,-0.051114030217352,22.3777138492993,-19.7341842052904
maor1246,13.3081749512671,2.278,9,yes,HG,999,Maori,Papunesia,Papunesia,176.541,-38.2881,3.856,37.11,3.856,16.509,-2.318,-3.631,498,11.002,aust1307,23.76,120.98,Austronesian,,Micronesians,-4.72832334202346,-5.57674005294725,-4.72832334202346,-5.57674005294725,-5.82356072731394,-4.72832334202346,-5.57674005294725,-5.82356072731394,-1.12026204627273,-4.72832334202346,-5.57674005294725,20.4745600841412,-73.2924843288997,-26.6539573867421,-62.9526669467376,-46.5569731506639
mara1378,27.895436152054,2.29923076923077,9,yes,AGR,999,Marathi,Eurasia,Asia,76.6665,17.9344,4.532,362.2,4.532,34.323,-0.803,3.181,627,18.088,indo1319,34,71.55,Indo-European,Indian..Mixed,Indian..Mixed,-6.78995701088452,-3.82055379285472,-6.78995701088452,-3.82055379285472,-10.7070364897371,-6.78995701088452,-3.82055379285472,-10.7070364897371,-4.42387463408364,-6.78995701088452,-3.82055379285472,-67.9506816708528,28.136213006974,4.79550629575742,-32.5201769256005,14.0586453460703
mari1278,9.75066618217054,3.27,8,yes,AGR,6,Mari,Eurasia,Europe,48.41,55.83,0.637,972.265,0.637,10.747,-4.7913285,-1.3560226,45,18.609640474,ural1272,68,30,Uralic,,Chuvash,-5.41199425822074,-5.12079659751567,-5.41199425822074,-5.12079659751567,-8.8675557368379,-5.41199425822074,-5.12079659751567,-8.8675557368379,0.41824948516864,-5.41199425822074,-5.12079659751567,-17.7363375312044,-7.93819055199843,-2.45215043716885,31.7366973474345,-9.10669290728942
yuca1254,25.2310930365297,3.2,5,no,AGR,4,"Maya, Yucatan",North America,North America,271.0433,18.7757,21.47,83.653,21.47,82.402,0.193,1.522,101,13.508,maya1287,15.42,268.17,Mayan,Maya..Yucatan,Maya..Yucatan,-5.41313280092798,-5.12010375549336,-5.41313280092798,-5.12010375549336,-8.8724006370943,-5.41313280092798,-5.12010375549336,-8.8724006370943,0.420435452560471,-5.41313280092798,-5.12010375549336,13.6041869248093,-27.160592283799,-5.75849756929106,23.7138927792996,56.5552189480004
meso1252,20.422878440367,3.265,11,yes,AGR,7,"Arabic, Mesopotamian Spoken",Eurasia,Asia,43.1095,33.8178,4.18,597.503,4.18,27.323,-3.747,3.664,62,16.258,afro1255,8.67,8.08,Afro-Asiatic,Iraqi,Iraqi,-8.42484326415391,-2.15529130065091,-8.42484326415391,-2.15529130065091,-12.5573612211785,-8.42484326415391,-2.15529130065091,-12.5573612211785,1.25040834199839,-8.42484326415391,-2.15529130065091,56.7068144249382,14.9486195540293,106.296714260943,-11.7527589984767,-11.8014917676301
stan1288,24.3202234915989,3.22257142857143,11,yes,AGR,7,Spanish (Mexican),Eurasia,Europe,-1.11788,40.4414,10.58,97.908,10.58,103.698,-5.014,-1.856,1119,17.213,indo1319,34,71.55,Indo-European,Mexicans,Mexicans,-47.1344401652466,-105.724491183439,-47.1344401652466,-105.724491183439,4.63858804744769,-47.1344401652466,-105.724491183439,4.63858804744769,31.6541685034461,-47.1344401652466,-105.724491183439,-39.4899105960565,5.41138816698265,-0.053421490316906,23.961575252148,-21.6029463794419
minn1241,25.4663461538462,5.6415,11,yes,AGR,7,Taipei/Taiwan,Eurasia,Asia,118.17,24.5,4.718,24.111,4.718,12.535,-1.24,0.549,23,17.062,sino1245,26.1,94.75,Sino-Tibetan,Han,Han,-5.4130393249985,-5.12010419726425,-5.4130393249985,-5.12010419726425,-8.87229331210319,-5.4130393249985,-5.12010419726425,-8.87229331210319,0.420450275247845,-5.4130393249985,-5.12010419726425,17.1773822431423,-50.8621376188819,-16.4845534276135,-21.7842310903068,-1.49435848406598
moks1248,10.4345385174419,8.61,7,yes,AGR,999,Moksha,Eurasia,Europe,42.6728,54.1855,3.757,815.17,3.757,18.514,-6.775,-2.629,126,12.976,ural1272,68,30,Uralic,,Chuvash,-5.41199425822074,-5.12079659751567,-5.41199425822074,-5.12079659751567,-8.8675557368379,-5.41199425822074,-5.12079659751567,-8.8675557368379,0.41824948516864,-5.41199425822074,-5.12079659751567,-18.3982969268709,-8.41836252644253,-2.62392965395907,34.7721846015006,-10.1522277837618
moro1292,19.9705338541667,1.63,11,yes,AGR,7,"Arabic, Moroccan Spoken",Africa,Africa,-7.5,32.5,3.442,110.004,3.442,39.894,-3.424,1.999,367,16.749,afro1255,8.67,8.08,Afro-Asiatic,Moroccans,Moroccans,-28.6865855488036,17.985911528102,-28.6865855488036,17.985911528102,-28.867927179936,-28.6865855488036,17.985911528102,-28.867927179936,40.9316593642376,-28.6865855488036,17.985911528102,57.5389296164199,15.2916744807783,109.081503759868,-12.1576974070075,-12.2765033541972
muyu1244,29.9698469397693,3.057,5,no,HG,4,Muyuw,Papunesia,Papunesia,152.731,-9.195,13.343,13.343,158.899,385.471,5.195,-3.235,10,8.7,aust1307,23.76,120.98,Austronesian,Papuan.New.Guinean,Papuan.New.Guinean,-5.41306839950583,-5.12016217733098,-5.41306839950583,-5.12016217733098,-8.87244793592476,-5.41306839950583,-5.12016217733098,-8.87244793592476,0.420358462514831,-5.41306839950583,-5.12016217733098,19.8300058826171,-69.6407616101562,-25.130674876435,-58.1623305414302,-42.3815710692859
cent2132,25.4718528368794,2.79333333333333,5,no,AGR,4,"Nahuatl, Central",North America,North America,261.6998,19.1248,17.343,193.723,17.343,54.224,-2.732,0.292,2198,10.597,utoa1244,27.5,249.75,Uto-Aztecan,Nahuas,Nahuas,-22.117761957578,-84.3141600753995,-22.117761957578,-84.3141600753995,-135.341910870817,-22.117761957578,-84.3141600753995,-135.341910870817,-314.576961427153,-22.117761957578,-84.3141600753995,11.8507430509717,-21.5631506708374,-4.39170032032372,16.1408295055302,35.1094102851517
nava1243,27.7242706216125,1.81,5,no,AGR,4,Navajo,North America,North America,249.918,36.2106,18.429,630.114,18.429,94.71,-5.65,-0.148,2114,12.049,atha1245,53.75,236.5,Na-Dene,Amerindians,Amerindians,-5.41888238164458,-5.11805569427908,-5.41888238164458,-5.11805569427908,-8.86982511342129,-5.41888238164458,-5.11805569427908,-8.86982511342129,0.421655244953248,-5.41888238164458,-5.11805569427908,12.623228610114,-23.9007966018802,-4.94909460321357,19.0220382836566,42.8056902013708
nene1249,8.72712599544937,4.74,4,no,HG,3b,Nenets,Eurasia,Asia,71.0234,66.1775,12.261,37.796,12.261,25.561,-10.061,-5.265,33,9.994,ural1272,68,30,Uralic,,Khanty,-5.35093484879956,-5.15920943259811,-5.35093484879956,-5.15920943259811,-8.59286572629145,-5.35093484879956,-5.15920943259811,-8.59286572629145,0.275970306263883,-5.35093484879956,-5.15920943259811,-17.7363375312044,-7.93819055199843,-2.45215043716885,31.7366973474345,-9.10669290728942
east1436,23.1443680555556,3.17,11,yes,AGR,7,Nepali,Eurasia,Asia,85,28,5.877,710.249,5.877,15.439,2.5358336,-2.45957524,1913,23.728581547,indo1319,34,71.55,Indo-European,Tibetan,Tibetan,358.741880468746,69.2415810216634,358.741880468746,69.2415810216634,-3.95837422598172,358.741880468746,69.2415810216634,-3.95837422598172,37.505044544392,358.741880468746,69.2415810216634,-67.9506816708528,28.136213006974,4.79550629575742,-32.5201769256006,14.0586453460703
newa1246,23.8577478213508,4.2,8,yes,AGR,7,Newar,Eurasia,Asia,84.9577,27.2614,12.427,639.983,12.427,19.052,-0.06,0.718,295,13.623,sino1245,26.1,94.75,Sino-Tibetan,,Tibetan,358.741880468746,69.2415810216634,358.741880468746,69.2415810216634,-3.95837422598172,358.741880468746,69.2415810216634,-3.95837422598172,37.505044544392,358.741880468746,69.2415810216634,15.4214202135127,-42.6302810790136,-13.4239235089311,-16.3976664279433,-1.05880916219469
nhen1239,25.1426930147059,0,4,no,AGR,3a,Nhengatu,South America,South America,293.0354,1.04503,15.246,974.282,69.579,15.246,4.059,-1.523,110,9.24,tupi1275,-8,298,Tupian,Colombian,Colombian,-5.42480896815049,-5.23546835021193,-5.42480896815049,-5.23546835021193,-8.8471531810158,-5.42480896815049,-5.23546835021193,-8.8471531810158,0.473191452428384,-5.42480896815049,-5.23546835021193,12.3126679820573,-22.9065210657311,-4.70409940846035,17.560686877519,37.9085348602333
